feature1,feature2,feature3,target
0.3745401188473625,0.9507143064099162,0.7319939418114051,4.417761188959239
0.5986584841970366,0.15601864044243652,0.15599452033620265,2.1989195793703056
0.05808361216819946,0.8661761457749352,0.6011150117432088,3.51729595082539
0.7080725777960455,0.020584494295802447,0.9699098521619943,0.3507124027749614
0.8324426408004217,0.21233911067827616,0.18182496720710062,2.992859282712684
0.18340450985343382,0.3042422429595377,0.5247564316322378,1.040557312570457
0.43194501864211576,0.2912291401980419,0.6118528947223795,1.4620963209949593
0.13949386065204183,0.29214464853521815,0.3663618432936917,1.2317244715244553
0.45606998421703593,0.7851759613930136,0.19967378215835974,4.815490121456186
0.5142344384136116,0.5924145688620425,0.046450412719997725,4.400401689964362
0.6075448519014384,0.17052412368729153,0.06505159298527952,2.5956507160682594
0.9488855372533332,0.9656320330745594,0.8083973481164611,6.144597600316887
0.3046137691733707,0.09767211400638387,0.6842330265121569,-0.08629381617786012
0.4401524937396013,0.12203823484477883,0.4951769101112702,0.9068447116360628
0.034388521115218396,0.9093204020787821,0.2587799816000169,4.0847130794234365
0.662522284353982,0.31171107608941095,0.5200680211778108,2.4406532678960082
0.5467102793432796,0.18485445552552704,0.9695846277645586,0.8017792841564668
0.7751328233611146,0.9394989415641891,0.8948273504276488,5.273736648145087
0.5978999788110851,0.9218742350231168,0.0884925020519195,6.099997712011495
0.1959828624191452,0.045227288910538066,0.32533033076326434,0.25521056498907485
0.388677289689482,0.2713490317738959,0.8287375091519293,1.07751762933533
0.3567533266935893,0.28093450968738076,0.5426960831582485,1.4927868882562891
0.14092422497476265,0.8021969807540397,0.07455064367977082,4.132719294739545
0.9868869366005173,0.7722447692966574,0.1987156815341724,6.376029885929869
0.005522117123602399,0.8154614284548342,0.7068573438476171,2.8068499208684057
0.7290071680409873,0.7712703466859457,0.07404465173409036,5.824516987522632
0.3584657285442726,0.11586905952512971,0.8631034258755935,-0.027082425678097904
0.6232981268275579,0.3308980248526492,0.06355835028602363,3.4747312095168064
0.3109823217156622,0.32518332202674705,0.7296061783380641,1.0069581714467855
0.6375574713552131,0.8872127425763265,0.4722149251619493,5.398353741017194
0.1195942459383017,0.713244787222995,0.7607850486168974,2.0793098426891774
0.5612771975694962,0.770967179954561,0.49379559636439074,4.448637535619083
0.5227328293819941,0.42754101835854963,0.02541912674409519,3.6298085113112237
0.10789142699330445,0.03142918568673425,0.6364104112637804,-0.9167789313104612
0.3143559810763267,0.5085706911647028,0.907566473926093,1.8340295815934715
0.24929222914887494,0.41038292303562973,0.7555511385430487,1.1456748877426126
0.22879816549162246,0.07697990982879299,0.289751452913768,0.4477866911215978
0.16122128725400442,0.9296976523425731,0.808120379564417,3.528985422074653
0.6334037565104235,0.8714605901877177,0.8036720768991145,4.794297395578242
0.18657005888603584,0.8925589984899778,0.5393422419156507,3.8002344701587516
0.8074401551640625,0.8960912999234932,0.3180034749718639,6.383086390381423
0.11005192452767676,0.22793516254194168,0.4271077886262563,0.6166393151421847
0.8180147659224931,0.8607305832563434,0.006952130531190703,6.6456420878820195
0.5107473025775657,0.417411003148779,0.22210781047073025,3.221291649961459
0.1198653673336828,0.33761517140362796,0.9429097039125192,0.18175852075149698
0.32320293202075523,0.5187906217433661,0.7030189588951778,2.0975022992728607
0.363629602379294,0.9717820827209607,0.9624472949421112,4.031884839357464
0.25178229582536416,0.49724850589238545,0.30087830981676966,2.6013014376183046
0.2848404943774676,0.036886947354532795,0.6095643339798968,-0.16882071352960207
0.5026790232288615,0.05147875124998935,0.27864646423661144,1.2743509649154128
0.9082658859666537,0.23956189066697242,0.1448948720912231,3.7914190486669117
0.489452760277563,0.9856504541106007,0.2420552715115004,5.788718458480006
0.6721355474058786,0.7616196153287176,0.23763754399239967,5.562532968342051
0.7282163486118596,0.3677831327192532,0.6323058305935795,2.563744268292436
0.6335297107608947,0.5357746840747585,0.0902897700544083,4.383704503044102
0.835302495589238,0.32078006497173583,0.18651851039985423,3.795602511475142
0.040775141554763916,0.5908929431882418,0.6775643618422824,1.7497606036944393
0.016587828927856152,0.512093058299281,0.22649577519793795,2.094967275902038
0.6451727904094499,0.17436642900499144,0.690937738102466,1.4046628150126474
0.3867353463005374,0.9367299887367345,0.13752094414599325,5.519514000827415
0.3410663510502585,0.11347352124058907,0.9246936182785628,-0.31775705289782585
0.877339353380981,0.2579416277151556,0.659984046034179,2.6867183163524655
0.8172222002012158,0.5552008115994623,0.5296505783560065,4.204071050485451
0.24185229090045168,0.09310276780589921,0.8972157579533268,-0.672651763701868
